frame,zeit_s,status,status_info,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
824,3.8502,TRACKED,NORMAL,3.389803,5.813887,5.130442,-0.354728,0.610601,0.610831,0.358078
831,3.8833,TRACKED,NORMAL,3.386034,5.816937,5.126549,-0.354955,0.610752,0.610852,0.357559
838,3.9206,TRACKED,NORMAL,3.388467,5.808860,5.119131,-0.354358,0.611116,0.610673,0.357834
853,3.9748,TRACKED,NORMAL,3.388398,5.808784,5.118982,-0.354358,0.611116,0.610673,0.357834
861,4.0027,TRACKED,NORMAL,3.388379,5.808763,5.119036,-0.354358,0.611116,0.610673,0.357834
867,4.0382,TRACKED,NORMAL,3.388351,5.808732,5.119105,-0.354358,0.611116,0.610673,0.357834
875,4.0729,TRACKED,NORMAL,3.388321,5.808698,5.119153,-0.354358,0.611116,0.610673,0.357834
882,4.1101,TRACKED,NORMAL,3.388300,5.808676,5.119174,-0.354358,0.611116,0.610673,0.357834
890,4.1494,TRACKED,NORMAL,3.388309,5.808665,5.119215,-0.354358,0.611116,0.610673,0.357834
904,4.2190,TRACKED,NORMAL,3.388294,5.808668,5.119226,-0.354358,0.611116,0.610673,0.357834
911,4.2496,TRACKED,NORMAL,3.388273,5.808642,5.119252,-0.354358,0.611116,0.610673,0.357834
919,4.2882,TRACKED,NORMAL,3.388257,5.808627,5.119250,-0.354358,0.611116,0.610673,0.357834
933,4.3512,TRACKED,NORMAL,3.542969,5.819180,5.438650,-0.328763,0.609465,0.621136,0.366958
940,4.3871,TRACKED,NORMAL,3.530940,5.818612,5.432896,-0.328836,0.609454,0.621579,0.366159
947,4.4239,TRACKED,NORMAL,3.521089,5.812891,5.423398,-0.328807,0.609770,0.621641,0.365553
953,4.4530,TRACKED,NORMAL,3.388301,5.808677,5.119236,-0.354358,0.611116,0.610673,0.357834
970,4.5167,TRACKED,NORMAL,3.388330,5.808709,5.119203,-0.354358,0.611116,0.610673,0.357834
977,4.5520,TRACKED,NORMAL,3.388354,5.808737,5.119178,-0.354358,0.611116,0.610673,0.357834
993,4.6125,TRACKED,NORMAL,3.388371,5.808609,5.119185,-0.354358,0.611116,0.610673,0.357834
1003,4.6511,EXTENDED_TRACKED,NORMAL,3.388291,5.808682,5.119183,-0.354358,0.611116,0.610673,0.357834
1011,4.6999,EXTENDED_TRACKED,NORMAL,3.388176,5.808794,5.119215,-0.354358,0.611116,0.610673,0.357834
1015,4.7242,EXTENDED_TRACKED,NORMAL,3.388459,5.808847,5.119139,-0.354358,0.611116,0.610673,0.357834
1023,4.7704,EXTENDED_TRACKED,NORMAL,3.388419,5.808741,5.119043,-0.354358,0.611116,0.610673,0.357834
1034,4.8348,EXTENDED_TRACKED,NORMAL,3.388533,5.808887,5.118975,-0.354358,0.611116,0.610673,0.357834
1040,4.8691,EXTENDED_TRACKED,NORMAL,3.388392,5.808706,5.119029,-0.354358,0.611116,0.610673,0.357834
1056,4.9307,EXTENDED_TRACKED,NORMAL,3.388359,5.808633,5.119011,-0.354358,0.611116,0.610673,0.357834
1065,4.9679,EXTENDED_TRACKED,NORMAL,3.388288,5.808570,5.118936,-0.354358,0.611116,0.610673,0.357834
1073,4.9995,EXTENDED_TRACKED,NORMAL,3.388287,5.808584,5.118930,-0.354358,0.611116,0.610673,0.357834
1082,5.0384,EXTENDED_TRACKED,NORMAL,3.388287,5.808601,5.118921,-0.354358,0.611116,0.610673,0.357834
1095,5.0975,EXTENDED_TRACKED,NORMAL,3.388297,5.808584,5.118917,-0.354358,0.611116,0.610673,0.357834
1105,5.1470,EXTENDED_TRACKED,NORMAL,3.388297,5.808585,5.118920,-0.354358,0.611116,0.610673,0.357834
1117,5.2026,EXTENDED_TRACKED,NORMAL,3.388301,5.808622,5.118918,-0.354358,0.611116,0.610673,0.357834
1127,5.2459,EXTENDED_TRACKED,NORMAL,3.388277,5.808634,5.118864,-0.354358,0.611116,0.610673,0.357834
1144,5.3090,EXTENDED_TRACKED,NORMAL,3.388276,5.808641,5.118846,-0.354358,0.611116,0.610673,0.357834
1153,5.3509,EXTENDED_TRACKED,NORMAL,3.389169,5.803404,5.112900,-0.355392,0.610811,0.610316,0.357941
1162,5.3887,EXTENDED_TRACKED,NORMAL,3.390052,5.808534,5.115413,-0.355689,0.611005,0.610345,0.357265
1170,5.4218,EXTENDED_TRACKED,NORMAL,3.387526,5.806742,5.112136,-0.355864,0.610943,0.610369,0.357154
1177,5.4518,EXTENDED_TRACKED,NORMAL,3.387561,5.805039,5.111402,-0.355736,0.611019,0.610341,0.357200
1185,5.4847,EXTENDED_TRACKED,NORMAL,3.373920,5.846327,5.171856,-0.353082,0.609130,0.612460,0.359425
1194,5.5218,EXTENDED_TRACKED,NORMAL,3.371522,5.848171,5.163040,-0.351685,0.608879,0.613074,0.360171
1213,5.5913,EXTENDED_TRACKED,NORMAL,3.377755,5.849227,5.165528,-0.351849,0.608539,0.613120,0.360509
1222,5.6296,EXTENDED_TRACKED,NORMAL,3.379345,5.821869,5.132107,-0.352490,0.609822,0.612106,0.359436
1231,5.6637,TRACKED,NORMAL,3.378676,5.843073,5.154466,-0.352016,0.608853,0.612803,0.360355
1239,5.6998,TRACKED,NORMAL,3.381866,5.834521,5.147593,-0.352480,0.609194,0.612371,0.360059
1248,5.7347,TRACKED,NORMAL,3.379640,5.800717,5.112254,-0.353163,0.610811,0.611254,0.358546
1265,5.7948,TRACKED,NORMAL,3.382626,5.800014,5.111878,-0.353692,0.610708,0.611130,0.358409
1273,5.8301,TRACKED,NORMAL,3.385643,5.813156,5.129946,-0.354150,0.610160,0.611294,0.358612
1283,5.8698,TRACKED,NORMAL,3.384891,5.810076,5.120909,-0.354577,0.610648,0.611048,0.357778
1300,5.9338,TRACKED,NORMAL,3.385014,5.810542,5.122838,-0.354917,0.610662,0.610933,0.357614
1308,5.9653,TRACKED,NORMAL,3.383642,5.809558,5.120831,-0.355039,0.610715,0.610899,0.357460
1318,6.0017,TRACKED,NORMAL,3.384169,5.810454,5.121962,-0.355083,0.610657,0.610975,0.357385
1326,6.0381,TRACKED,NORMAL,3.384599,5.812551,5.124946,-0.355071,0.610569,0.611030,0.357451
1344,6.1016,TRACKED,NORMAL,3.385923,5.813934,5.127832,-0.355148,0.610461,0.611056,0.357516
1362,6.1698,TRACKED,NORMAL,3.386419,5.817793,5.131008,-0.355292,0.610434,0.611077,0.357384
1372,6.2074,TRACKED,NORMAL,3.387841,5.819658,5.133237,-0.355600,0.610251,0.611075,0.357395
1389,6.2710,TRACKED,NORMAL,3.388577,5.823424,5.137178,-0.355657,0.610345,0.611015,0.357278
1398,6.3102,TRACKED,NORMAL,3.388859,5.824612,5.139074,-0.356010,0.610311,0.610903,0.357176
1412,6.3693,TRACKED,NORMAL,3.389192,5.825582,5.141371,-0.356134,0.610297,0.610899,0.357083
1422,6.4062,TRACKED,NORMAL,3.388496,5.826530,5.140926,-0.356193,0.610294,0.610915,0.357003
1431,6.4428,TRACKED,NORMAL,3.389279,5.826063,5.140704,-0.356169,0.610396,0.610808,0.357035
1439,6.4746,TRACKED,NORMAL,3.388300,5.823720,5.137137,-0.356030,0.610526,0.610819,0.356933
1448,6.5136,TRACKED,NORMAL,3.389203,5.826930,5.141683,-0.356211,0.610313,0.610860,0.357047
1457,6.5473,TRACKED,NORMAL,3.385477,5.838502,5.157480,-0.356670,0.610409,0.610676,0.356739
1465,6.5795,TRACKED,NORMAL,3.377297,5.869369,5.203181,-0.357359,0.610397,0.610483,0.356399
1474,6.6136,TRACKED,NORMAL,3.379631,5.871299,5.206309,-0.358020,0.610348,0.610296,0.356140
1483,6.6482,TRACKED,NORMAL,3.389671,5.860511,5.184240,-0.358089,0.610284,0.610312,0.356153
1491,6.6818,TRACKED,NORMAL,3.391709,5.850209,5.168816,-0.357606,0.610391,0.610441,0.356233
1498,6.7117,TRACKED,NORMAL,3.388384,5.848939,5.166728,-0.357452,0.610507,0.610503,0.356084
1507,6.7447,TRACKED,NORMAL,3.373199,5.840872,5.176880,-0.357237,0.611554,0.609908,0.355522
1526,6.8145,TRACKED,NORMAL,3.379499,5.839399,5.167704,-0.357322,0.611351,0.609993,0.355641
1543,6.8808,TRACKED,NORMAL,3.373811,5.865307,5.210164,-0.358203,0.611460,0.609501,0.355409
1552,6.9158,TRACKED,NORMAL,3.375526,5.878055,5.228242,-0.358792,0.611061,0.609460,0.355571
1560,6.9493,TRACKED,NORMAL,3.379813,5.871366,5.212523,-0.358446,0.610884,0.609781,0.355675
1569,6.9851,TRACKED,NORMAL,3.382164,5.879453,5.220506,-0.358681,0.610508,0.609934,0.355821
1579,7.0229,TRACKED,NORMAL,3.364472,5.904482,5.261514,-0.358843,0.610854,0.609630,0.355584
1595,7.0900,TRACKED,NORMAL,3.370240,5.918118,5.272049,-0.359266,0.610265,0.609853,0.355786
1603,7.1221,TRACKED,NORMAL,3.369191,5.922518,5.278450,-0.359458,0.610196,0.609864,0.355691
1612,7.1557,TRACKED,NORMAL,3.375187,5.933223,5.287500,-0.359809,0.609680,0.609973,0.356035
1620,7.1887,TRACKED,NORMAL,3.368632,5.936721,5.294310,-0.359935,0.610146,0.609652,0.355658
1631,7.2297,TRACKED,NORMAL,3.369227,5.923122,5.269427,-0.359438,0.610240,0.609943,0.355502
1641,7.2674,TRACKED,NORMAL,3.363717,5.934545,5.289289,-0.359709,0.610646,0.609569,0.355171
1648,7.2999,TRACKED,NORMAL,3.362666,5.944081,5.303461,-0.359989,0.610829,0.609350,0.354948
1656,7.3339,TRACKED,NORMAL,3.369348,5.942278,5.298923,-0.360091,0.610388,0.609495,0.355355
1664,7.3652,TRACKED,NORMAL,3.367305,5.950759,5.309918,-0.360207,0.610551,0.609363,0.355183
1673,7.4004,TRACKED,NORMAL,3.375738,5.939303,5.293648,-0.359973,0.610204,0.609590,0.355626
1682,7.4343,TRACKED,NORMAL,3.380032,5.944358,5.297296,-0.359866,0.609373,0.609981,0.356489
1691,7.4692,TRACKED,NORMAL,3.377205,5.932428,5.286836,-0.359411,0.609766,0.609968,0.356299
1700,7.5046,TRACKED,NORMAL,3.370687,5.925110,5.277415,-0.359238,0.610136,0.610006,0.355774
1707,7.5337,TRACKED,NORMAL,3.373285,5.925421,5.278584,-0.359167,0.609628,0.610181,0.356416
1717,7.5717,TRACKED,NORMAL,3.387331,5.913460,5.261564,-0.359175,0.609107,0.610361,0.356989
1726,7.6055,TRACKED,NORMAL,3.383854,5.918562,5.268218,-0.358984,0.608983,0.610489,0.357174
1734,7.6380,TRACKED,NORMAL,3.381653,5.928594,5.279603,-0.359348,0.609140,0.610310,0.356846
1743,7.6728,TRACKED,NORMAL,3.379447,5.931053,5.285381,-0.359501,0.609261,0.610137,0.356781
1752,7.7126,TRACKED,NORMAL,3.373707,5.934035,5.286974,-0.359752,0.609899,0.609855,0.355921
1760,7.7426,TRACKED,NORMAL,3.370876,5.938925,5.288682,-0.359983,0.610421,0.609583,0.355257
1770,7.7794,TRACKED,NORMAL,3.369268,5.920044,5.264329,-0.359786,0.610975,0.609497,0.354652
1780,7.8181,TRACKED,NORMAL,3.381076,5.879948,5.207939,-0.358366,0.610655,0.610245,0.355354
1786,7.8403,TRACKED,NORMAL,3.381217,5.852108,5.173058,-0.357305,0.610869,0.610384,0.355814
1796,7.8832,TRACKED,NORMAL,3.375068,5.842410,5.161378,-0.356401,0.611063,0.610648,0.355934
1804,7.9161,TRACKED,NORMAL,3.372973,5.841585,5.163016,-0.356283,0.611130,0.610603,0.356016
1812,7.9474,TRACKED,NORMAL,3.374095,5.832245,5.149905,-0.355944,0.611316,0.610632,0.355987
1830,8.0146,TRACKED,NORMAL,3.370407,5.835936,5.153509,-0.355933,0.611275,0.610690,0.355966
1839,8.0542,TRACKED,NORMAL,3.377745,5.832846,5.148638,-0.356075,0.610866,0.610802,0.356334
1846,8.0802,TRACKED,NORMAL,3.374739,5.833109,5.145337,-0.355832,0.611027,0.610961,0.356030
1855,8.1161,TRACKED,NORMAL,3.374207,5.825187,5.137115,-0.355414,0.611020,0.611049,0.356307
1864,8.1561,TRACKED,NORMAL,3.372855,5.825096,5.136751,-0.355413,0.611059,0.611031,0.356272
1872,8.1887,TRACKED,NORMAL,3.375296,5.820098,5.130358,-0.355315,0.611076,0.611057,0.356297
1882,8.2262,TRACKED,NORMAL,3.376455,5.821487,5.126088,-0.354994,0.610655,0.611468,0.356631
1891,8.2611,TRACKED,NORMAL,3.378190,5.821875,5.123487,-0.354816,0.610511,0.611695,0.356666
1900,8.2942,TRACKED,NORMAL,3.378519,5.816975,5.116523,-0.354694,0.610747,0.611679,0.356412
1909,8.3361,TRACKED,NORMAL,3.382522,5.813880,5.115965,-0.354751,0.610839,0.611467,0.356562
1916,8.3631,TRACKED,NORMAL,3.385940,5.821181,5.120486,-0.355092,0.610384,0.611692,0.356616
1924,8.3954,TRACKED,NORMAL,3.384320,5.821911,5.120667,-0.354987,0.610480,0.611700,0.356541
1933,8.4294,TRACKED,NORMAL,3.386161,5.821736,5.119591,-0.354855,0.610260,0.611852,0.356789
1943,8.4701,TRACKED,NORMAL,3.393173,5.815336,5.114805,-0.355162,0.610324,0.611632,0.356752
1949,8.4986,TRACKED,NORMAL,3.395533,5.811370,5.111549,-0.355360,0.610323,0.611515,0.356756
1956,8.5330,TRACKED,NORMAL,3.399188,5.807498,5.109437,-0.355485,0.610367,0.611347,0.356845
1961,8.5724,TRACKED,NORMAL,3.400481,5.806730,5.111242,-0.355602,0.610338,0.611278,0.356896
1966,8.6059,TRACKED,NORMAL,3.400455,5.808658,5.117292,-0.356219,0.610502,0.611026,0.356430
1971,8.6380,TRACKED,NORMAL,3.395312,5.802631,5.117326,-0.356194,0.611039,0.610676,0.356137
1977,8.6773,TRACKED,NORMAL,3.396903,5.804576,5.120843,-0.356482,0.611183,0.610451,0.355985
1982,8.7075,TRACKED,NORMAL,3.400012,5.804914,5.124009,-0.356893,0.611165,0.610289,0.355882
1989,8.7395,TRACKED,NORMAL,3.401307,5.811317,5.129108,-0.357142,0.610852,0.610407,0.355968
1997,8.7752,TRACKED,NORMAL,3.400191,5.808067,5.129452,-0.357205,0.611182,0.610090,0.355881
2010,8.8441,TRACKED,NORMAL,3.396011,5.812300,5.128643,-0.356854,0.610947,0.610433,0.356048
2017,8.8846,TRACKED,NORMAL,3.397652,5.817034,5.128311,-0.356748,0.610710,0.610691,0.356119
2029,8.9475,TRACKED,NORMAL,3.396994,5.816594,5.127345,-0.356701,0.610694,0.610725,0.356134
2035,8.9896,TRACKED,NORMAL,3.396323,5.818473,5.129420,-0.356661,0.610644,0.610739,0.356238
2038,9.0166,TRACKED,NORMAL,3.400747,5.815733,5.128115,-0.356621,0.610525,0.610718,0.356516
2042,9.0583,TRACKED,NORMAL,3.400491,5.825703,5.132514,-0.356275,0.609824,0.611303,0.357061
2046,9.0920,TRACKED,NORMAL,3.401417,5.824119,5.129389,-0.356157,0.609997,0.611268,0.356942
2049,9.1231,TRACKED,NORMAL,3.395574,5.823028,5.130852,-0.355557,0.610138,0.611356,0.357149
2054,9.1596,TRACKED,NORMAL,3.397986,5.821386,5.128203,-0.355568,0.610021,0.611450,0.357175
2058,9.1942,TRACKED,NORMAL,3.400254,5.825226,5.130089,-0.355553,0.609811,0.611591,0.357308
2063,9.2325,TRACKED,NORMAL,3.402158,5.822375,5.127847,-0.355631,0.609846,0.611519,0.357293
2073,9.2886,TRACKED,NORMAL,3.405532,5.792308,5.104600,-0.355922,0.610950,0.610625,0.356646
2079,9.3240,TRACKED,NORMAL,3.409051,5.840346,5.139404,-0.355285,0.608307,0.612359,0.358821
2085,9.3551,TRACKED,NORMAL,3.412039,5.834914,5.143569,-0.355444,0.608306,0.612190,0.358954
2093,9.3934,TRACKED,NORMAL,3.408357,5.804001,5.115649,-0.355847,0.610163,0.611118,0.357226
2102,9.4315,TRACKED,NORMAL,3.407776,5.788068,5.102676,-0.355675,0.611015,0.610576,0.356866
2109,9.4597,TRACKED,NORMAL,3.402565,5.828378,5.139730,-0.355414,0.609533,0.611556,0.357982
2119,9.4985,TRACKED,NORMAL,3.412033,5.824618,5.128651,-0.354819,0.608934,0.611953,0.358909
2126,9.5283,TRACKED,NORMAL,3.414990,5.803249,5.103514,-0.354543,0.609602,0.611606,0.358642
2134,9.5619,TRACKED,NORMAL,3.401829,5.821888,5.138501,-0.355112,0.609726,0.611286,0.358412
2142,9.6005,TRACKED,NORMAL,3.399466,5.837092,5.153554,-0.355230,0.609256,0.611665,0.358447
2149,9.6369,TRACKED,NORMAL,3.401107,5.855872,5.171734,-0.355280,0.608253,0.612255,0.359095
2155,9.6658,TRACKED,NORMAL,3.401684,5.855993,5.172172,-0.355605,0.608295,0.612216,0.358768
2163,9.7019,TRACKED,NORMAL,3.394532,5.849647,5.169991,-0.355398,0.609020,0.611829,0.358403
2171,9.7372,TRACKED,NORMAL,3.401850,5.859977,5.176912,-0.355870,0.608229,0.612131,0.358762
2179,9.7693,TRACKED,NORMAL,3.396171,5.849321,5.168278,-0.355625,0.608943,0.611837,0.358294
2188,9.8047,TRACKED,NORMAL,3.404243,5.862200,5.176294,-0.355891,0.607826,0.612366,0.359023
2196,9.8389,TRACKED,NORMAL,3.403177,5.858341,5.173099,-0.356446,0.608314,0.611959,0.358338
2204,9.8734,TRACKED,NORMAL,3.402491,5.849841,5.166103,-0.356187,0.608448,0.611963,0.358363
2213,9.9152,TRACKED,NORMAL,3.406388,5.863890,5.176037,-0.356146,0.607545,0.612478,0.359054
2226,9.9744,TRACKED,NORMAL,3.410042,5.854485,5.167674,-0.356550,0.607940,0.612083,0.358658
2235,10.0080,TRACKED,NORMAL,3.409256,5.814934,5.130899,-0.356053,0.609962,0.610960,0.357631
2254,10.1403,TRACKED,NORMAL,3.401093,5.852810,5.170362,-0.356271,0.608574,0.611808,0.358329
2261,10.1735,TRACKED,NORMAL,3.402871,5.846502,5.157502,-0.355659,0.608507,0.612038,0.358658
2270,10.2095,TRACKED,NORMAL,3.405271,5.838602,5.152551,-0.355859,0.608897,0.611715,0.358348
2279,10.2472,TRACKED,NORMAL,3.405861,5.837982,5.151419,-0.355825,0.608741,0.611830,0.358452
2292,10.3094,TRACKED,NORMAL,3.400411,5.823344,5.143436,-0.356055,0.609925,0.611077,0.357493
2299,10.3467,TRACKED,NORMAL,3.400652,5.815210,5.138398,-0.356492,0.610622,0.610495,0.356862
2306,10.3807,TRACKED,NORMAL,3.397984,5.820117,5.144924,-0.356598,0.610609,0.610491,0.356785
2313,10.4197,TRACKED,NORMAL,3.397244,5.833806,5.151850,-0.355971,0.609703,0.611248,0.357665
2322,10.4609,TRACKED,NORMAL,3.397696,5.842386,5.158338,-0.355986,0.609304,0.611526,0.357852
2339,10.5349,TRACKED,NORMAL,3.398571,5.840328,5.148916,-0.355560,0.608917,0.611982,0.358156
2351,10.5819,TRACKED,NORMAL,3.396001,5.817311,5.131250,-0.355591,0.610170,0.611257,0.357229
2363,10.6227,TRACKED,NORMAL,3.397947,5.822981,5.135434,-0.355491,0.609770,0.611484,0.357624
2372,10.6539,TRACKED,NORMAL,3.398501,5.822161,5.135293,-0.355283,0.609597,0.611640,0.357857
2383,10.6950,TRACKED,NORMAL,3.398353,5.817809,5.133996,-0.355607,0.609929,0.611356,0.357455
2411,10.7859,TRACKED,NORMAL,3.405232,5.841271,5.149808,-0.356004,0.608508,0.612137,0.358146
2420,10.8203,TRACKED,NORMAL,3.407025,5.838761,5.150581,-0.356208,0.608541,0.611970,0.358172
2429,10.8588,TRACKED,NORMAL,3.419212,5.823125,5.129005,-0.356873,0.609072,0.611468,0.357464
2444,10.9269,TRACKED,NORMAL,3.464088,5.892446,5.200475,-0.359335,0.605393,0.611408,0.361328
2452,10.9627,TRACKED,NORMAL,3.458743,5.877614,5.190975,-0.359466,0.606429,0.610650,0.360742
2459,10.9927,TRACKED,NORMAL,3.473722,5.860567,5.160057,-0.357971,0.605765,0.611336,0.362180
2466,11.0266,TRACKED,NORMAL,3.469091,5.870740,5.161596,-0.357715,0.605443,0.611829,0.362138
2474,11.0605,TRACKED,NORMAL,3.465836,5.876576,5.181462,-0.358683,0.605555,0.611345,0.361811
2483,11.0986,TRACKED,NORMAL,3.462842,5.878610,5.184340,-0.358853,0.605744,0.611218,0.361541
2490,11.1297,TRACKED,NORMAL,3.462126,5.885694,5.188963,-0.358518,0.605366,0.611522,0.361991
2500,11.1680,TRACKED,NORMAL,3.460906,5.886712,5.193330,-0.358223,0.605195,0.611667,0.362324
2507,11.1976,TRACKED,NORMAL,3.463409,5.894946,5.194850,-0.358078,0.604559,0.612155,0.362706
2515,11.2319,TRACKED,NORMAL,3.462340,5.883615,5.189677,-0.358550,0.605323,0.611535,0.362009
2525,11.2686,TRACKED,NORMAL,3.465990,5.885609,5.190197,-0.358855,0.605244,0.611499,0.361902
2534,11.2997,TRACKED,NORMAL,3.464157,5.885023,5.190118,-0.358622,0.605198,0.611573,0.362084
2545,11.3374,TRACKED,NORMAL,3.463484,5.884702,5.190563,-0.358520,0.605334,0.611505,0.362072
2564,11.4056,TRACKED,NORMAL,3.464272,5.889974,5.195622,-0.358599,0.604919,0.611688,0.362379
2572,11.4397,TRACKED,NORMAL,3.465724,5.884857,5.189574,-0.358233,0.604923,0.611776,0.362585
2581,11.4759,TRACKED,NORMAL,3.475256,5.896456,5.191117,-0.358651,0.603986,0.612325,0.362805
